_id,id,name,description
6788ba25ae1bcc0ad82165c0,814,Форма столешницы,Форма столешницы
6788ba25ae1bcc0ad82165c1,294,Материал ворса кисти,Материал ворса кисти
6788ba25ae1bcc0ad82165c2,850,"Диаметр круга, мм","Диаметр круга, мм"
6788ba25ae1bcc0ad82165c3,481,С сердцем,Игрушка с сердцем (да/нет)
6788ba25ae1bcc0ad82165c4,6640,Вид,Вид парковки
6788ba25ae1bcc0ad82165c5,645,Вид отпаривателя,Вид отпаривателя
6788ba25ae1bcc0ad82165c6,607,Наличие символики РФ,Наличие символики РФ
6788ba25ae1bcc0ad82165c7,438,"Высота, см","Высота, см чек бокс значения справочника"
6788ba25ae1bcc0ad82165c8,258,Положение,Какое положение (горизонтальное/вертикальное)
6788ba25ae1bcc0ad82165c9,853,Назначение полотенец,Назначение полотенец
6788ba25ae1bcc0ad82165ca,483,С украшениями,С украшениями (да/нет)
6788ba25ae1bcc0ad82165cb,1050,Размер,Размер сноуборда
6788ba25ae1bcc0ad82165cc,799,Тип мыши,Тип мыши
6788ba25ae1bcc0ad82165cd,276,Фиксатор,Используется для антистеплеров
6788ba25ae1bcc0ad82165ce,646,Насадка-диффузор,Насадка-диффузор
6788ba25ae1bcc0ad82165cf,1259,"Производительность, л/мин","Производительность, л/мин"
6788ba25ae1bcc0ad82165d0,1044,Диаметр пластики для барабана,Диаметр пластики для барабана
6788ba25ae1bcc0ad82165d1,6367,Вид,Вид
6788ba25ae1bcc0ad82165d2,942,Тип руля,Тип руля снегоката
6788ba25ae1bcc0ad82165d3,589,Обработка замка,Обработка замка
6788ba25ae1bcc0ad82165d4,127,Маятниковый механизм,Маятниковый механизм для кроватки
6788ba25ae1bcc0ad82165d5,1285,"Объём аквариума, л",Объём аквариума
6788ba25ae1bcc0ad82165d6,1167,Производитель видеочипа,Производитель графического процессора
6788ba25ae1bcc0ad82165d7,555,Вид аккумулятора,По носителю заряда
6788ba25ae1bcc0ad82165d8,682,Форма,Форма скрепки (канцтовары)
6788ba25ae1bcc0ad82165d9,329,Размер гитары,Какой размер у гитары
6788ba25ae1bcc0ad82165da,1144,Исполнение,Исполнение
6788ba25ae1bcc0ad82165db,816,Угол,"Угол дивана, например"
6788ba25ae1bcc0ad82165dc,676,Задние колёса,Наличие задних колёс для транспортировки
6788ba25ae1bcc0ad82165dd,153,Особенности,"Особенности для колготок, чулок"
6788ba25ae1bcc0ad82165de,778,Дополнительные функции,Дополнительные функции сантехники
6788ba25ae1bcc0ad82165df,1022,Выключатель,Выключатель
6788ba25ae1bcc0ad82165e0,507,Подножка,Подножка для велосипеда
6788ba25ae1bcc0ad82165e1,944,Хват,Хват клюшки
6788ba25ae1bcc0ad82165e2,5723,Вид дырокола,Вид дырокола
6788ba25ae1bcc0ad82165e3,5369,Трансформируется в бустер,Трансформируется в бустер
6788ba25ae1bcc0ad82165e4,7394,Вид когтеточки,Вид когтеточки
6788ba25ae1bcc0ad82165e5,419,Изогнутый экран,Изогнутый экран
6788ba25ae1bcc0ad82165e6,664,"Объём травосборника, л","Объём травосборника, л"
6788ba25ae1bcc0ad82165e7,551,Вид,Вид карандашей механических
6788ba25ae1bcc0ad82165e8,1170,Разрядность шины,Разрядность шины
6788ba25ae1bcc0ad82165e9,532,Цвет циферблата,Только для часов
6788ba25ae1bcc0ad82165ea,945,Фиксация ботинка,Фиксация ботинок лыжных
6788ba25ae1bcc0ad82165eb,948,"Размер, см","Размер ледянки, см"
6788ba25ae1bcc0ad82165ec,259,Поворотная,Поворотная доска или нет
6788ba25ae1bcc0ad82165ed,1203,Вид крепежа,Вид крепежа
6788ba25ae1bcc0ad82165ee,519,Способ отображения времени,Для наручных часов
6788ba25ae1bcc0ad82165ef,172,"Длина, см",Длина любого предмета в см
6788ba25ae1bcc0ad82165f0,965,Зимний шлем,Зимний шлем
6788ba25ae1bcc0ad82165f1,409,Стробоскопический эффект,Стробоскопический эффект
6788ba25ae1bcc0ad82165f2,840,Тип излива,Тип излива смесителей
6788ba25ae1bcc0ad82165f3,1038,Вид пуговицы,Вид пуговицы
6788ba25ae1bcc0ad82165f4,936,Подсветка,Подсветка
6788ba25ae1bcc0ad82165f5,6963,Вид,Вид
6788ba25ae1bcc0ad82165f6,1227,"Длина лезвия, см","Длина лезвия, см"
6788ba25ae1bcc0ad82165f7,249,Вид натуральной кожи,Какой вид кожи используется
6788ba25ae1bcc0ad82165f8,255,Количество визиток,Сколько визиток в визитнице
6788ba25ae1bcc0ad82165f9,1295,"Объём, л","Объём, л"
6788ba25ae1bcc0ad82165fa,1126,Регулируемый ремешок,Регулируемый ремешок (Да/Нет)
6788ba25ae1bcc0ad82165fb,1217,Количество элементов,Количество элементов
6788ba25ae1bcc0ad82165fc,5986,Вид красителя,Вид красителя
6788ba25ae1bcc0ad82165fd,984,Тип конструкции,Тип конструкции унитаза
6788ba25ae1bcc0ad82165fe,1249,Вид,Виды животных (для картин)
6788ba25ae1bcc0ad82165ff,868,Ориентация изображения,Ориентация изображения
6788ba25ae1bcc0ad8216600,418,Количество входов HDMI,Количество входов HDMI
6788ba25ae1bcc0ad8216601,947,Материал (верх/низ),Материал (верх/низ)
6788ba25ae1bcc0ad8216602,1229,Назначение защиты,Назначение защиты (для авто)
6788ba25ae1bcc0ad8216603,972,Время игры,Продолжительность игры
6788ba25ae1bcc0ad8216604,978,Тип глобуса,Тип глобуса
6788ba25ae1bcc0ad8216605,761,Особенности,Особенности калькулятора
6788ba25ae1bcc0ad8216606,407,Количество режимов,Количество режимов гирлянды
6788ba25ae1bcc0ad8216607,904,Накладка на корпус,Накладка на корпус
6788ba25ae1bcc0ad8216608,443,Передний тормоз,Передний тормоз
6788ba25ae1bcc0ad8216609,690,Основа,Основа корректуры
6788ba25ae1bcc0ad821660a,526,Календарь,Для наручных часов
6788ba25ae1bcc0ad821660b,1209,"Объём холодильной камеры, л","Объём холодильной камеры, л"
6788ba25ae1bcc0ad821660c,524,Материал стекла,Для наручных часов
6788ba25ae1bcc0ad821660d,312,Место назначения,Где развешивать штору
6788ba25ae1bcc0ad821660e,498,Вид,Вид коврика (для дома- коврик или циновка) и (для авто)
6788ba25ae1bcc0ad821660f,862,Платформа,Платформа PC или xbox и тд
6788ba25ae1bcc0ad8216610,1185,Разъём питания PCI-E,Разъём питания PCI-E
6788ba25ae1bcc0ad8216611,494,Вид,Какой чехол
6788ba25ae1bcc0ad8216612,683,Тип,Тип штампов
6788ba25ae1bcc0ad8216613,608,Наличие ленты,Наличие ленты
6788ba25ae1bcc0ad8216614,793,Покрытие,Покрытие плойки
6788ba25ae1bcc0ad8216615,1265,Правая рука - клавиш,Правая рука - Клавиш:
6788ba25ae1bcc0ad8216616,702,Ширина лезвия,Ширина лезвия
6788ba25ae1bcc0ad8216617,1296,Размер,Размер гастроёмкости
6788ba25ae1bcc0ad8216618,488,Вид,Вид кукольного театра
6788ba25ae1bcc0ad8216619,126,Механизм зонта,Механизм зонта
6788ba25ae1bcc0ad821661a,1048,Стиль катания,Стиль катания (сноуборды и горные лыжи)
6788ba25ae1bcc0ad821661b,194,Оснащённый,Оснащенный поводок для рыболовных товаров
6788ba25ae1bcc0ad821661c,360,Для кого,"Пол человека, для которого товар"
6788ba25ae1bcc0ad821661d,463,Вид крепления грифа,Вид крепления грифа муз.инструменты
6788ba25ae1bcc0ad821661e,476,Научная тема,Какая тематика предмета
6788ba25ae1bcc0ad821661f,629,"Ширина брючин, см","Ширина брючин, см"
6788ba25ae1bcc0ad8216620,883,Тип покрытия,Тип покрытия
6788ba25ae1bcc0ad8216621,726,Поддержка 4G (LTE),Поддержка 4G
6788ba25ae1bcc0ad8216622,1146,Максимальное разрешение,Максимальное разрешение
6788ba25ae1bcc0ad8216623,224,Материал корпуса,Используется для всех материалов корпуса
6788ba25ae1bcc0ad8216624,1210,Ширина ремня,Ширина ремня муз.инструменты и чехлы
6788ba25ae1bcc0ad8216625,719,Русская упаковка,русская упаковка (характеристика)
6788ba25ae1bcc0ad8216626,318,Вид катушки,Какой вид катушки
6788ba25ae1bcc0ad8216627,354,Основа,"Какая основа для линолиума, ковролина, ламината и т.д."
6788ba25ae1bcc0ad8216628,442,"Диаметр колёс, дюймы","Диаметр колёс, дюймы"
6788ba25ae1bcc0ad8216629,647,Холодный воздух,Холодный воздух
6788ba25ae1bcc0ad821662a,1238,Раздвижные коньки,Раздвижные коньки
6788ba25ae1bcc0ad821662b,593,Особенности ручек,Особенности пишущих ручек
6788ba25ae1bcc0ad821662c,479,Вид,Игрушка по назначению
6788ba25ae1bcc0ad821662d,293,Вид кисти,Какой вид кисточки
6788ba25ae1bcc0ad821662e,1120,Вид шнурков,Вид шнурков
6788ba25ae1bcc0ad821662f,495,Вид,Вид товара для уборки
6788ba25ae1bcc0ad8216630,1283,Сталь,Маркировка стали
6788ba25ae1bcc0ad8216631,8719,Вставка,Вставка (да/нет)
6788ba25ae1bcc0ad8216632,1306,Стиль,Вид светильника
6788ba25ae1bcc0ad8216633,899,"Длина, м","Длина товара, для рассчета погонных метров"
6788ba25ae1bcc0ad8216634,935,Угол наклона,Максимальный угол наклона
6788ba25ae1bcc0ad8216635,675,Тип,Тип канцелярских лотков
6788ba25ae1bcc0ad8216636,5613,"Вес одной пары, г","Вес одной пары, г"
6788ba25ae1bcc0ad8216637,3446,Вид ободка,Вид карнавального ободка
6788ba25ae1bcc0ad8216638,969,Размер,Размер (универсальный)
6788ba25ae1bcc0ad8216639,1179,Школьный предмет,"Школьный предмет (для тетрадей, для учебников)"
6788ba25ae1bcc0ad821663a,6656,"Объём чаши, мл","Объём чаши, мл"
6788ba25ae1bcc0ad821663b,270,Поворотный дисплей,У калькулятора
6788ba25ae1bcc0ad821663c,898,Квадратных метров в упаковке,Сколько товара в квадратных метрах
6788ba25ae1bcc0ad821663d,1145,Применение,Применение камеры
6788ba25ae1bcc0ad821663e,351,Группа горючести,Какая группа горючести у материала
6788ba25ae1bcc0ad821663f,116,Количество крепёжных отверстий,Идентификатор количества крепёжных точек автомобильного диска
6788ba25ae1bcc0ad8216640,970,Возрастная категория,Возрастная категория
6788ba25ae1bcc0ad8216641,732,Объём оперативной памяти,Объём оперативной памяти
6788ba25ae1bcc0ad8216642,837,Кромка,Кромка
6788ba25ae1bcc0ad8216643,826,Наполнитель,"Наполнитель мягкой мебели, спальников, матов и тд."
6788ba25ae1bcc0ad8216644,5670,Лапка для пришивания пуговиц,Лапка для пришивания пуговиц
6788ba25ae1bcc0ad8216645,491,Исполнитель,Первая буква названия исполнителя
6788ba25ae1bcc0ad8216646,462,Тип бриджа,Тип бриджа муз.инструменты
6788ba25ae1bcc0ad8216647,5422,"Шаг перфорации, мм","Шаг перфорации, мм"
6788ba25ae1bcc0ad8216648,6117,Вид,Вид
6788ba25ae1bcc0ad8216649,1101,Тип струн,Тип струн
6788ba25ae1bcc0ad821664a,734,Слот для карты памяти,Слот для карты памяти
6788ba25ae1bcc0ad821664b,855,Тип доски,Тип доски
6788ba25ae1bcc0ad821664c,1272,Штабелируемый,Штабелируемый (да/нет)
6788ba25ae1bcc0ad821664d,5850,Вид,Вид
6788ba25ae1bcc0ad821664e,1219,Модель сумки,Модель сумки
6788ba25ae1bcc0ad821664f,870,Размер,Размер пакетов(S - XL)
6788ba25ae1bcc0ad8216650,967,Количество пружин на кв.м,Количество пружин на кв.м
6788ba25ae1bcc0ad8216651,263,Исчезающий клей,Исчезает клей или нет
6788ba25ae1bcc0ad8216652,836,Количество ящиков,Количество ящиков
6788ba25ae1bcc0ad8216653,5695,Материал шторы,Материал шторы
6788ba25ae1bcc0ad8216654,470,"Рекомендуемый возраст, лет",Возраст (диапозон значений)
6788ba25ae1bcc0ad8216655,780,Двери,Двери сантехника
6788ba25ae1bcc0ad8216656,5706,Вид спрея,Вид спрея
6788ba25ae1bcc0ad8216657,717,Радиоуправление,Радиоуправление (характеристика)
6788ba25ae1bcc0ad8216658,7124,Тип скакалки,Тип скакалки
6788ba25ae1bcc0ad8216659,1301,Тип массажёра,Тип массажёра
6788ba25ae1bcc0ad821665a,577,"Вес нетто, г","Вес нетто, г"
6788ba25ae1bcc0ad821665b,6439,"Шерсть, %",Шерсть для пряжи
6788ba25ae1bcc0ad821665c,280,Количество пробиваемых листов,Сколько листов пробивает дырокол
6788ba25ae1bcc0ad821665d,188,Непроливайка,Непроливайка (да/нет) для поильников
6788ba25ae1bcc0ad821665e,461,Форма корпуса,Форма корпуса для муз.инструментов
6788ba25ae1bcc0ad821665f,240,Фасовка,"Для чая, кофе и тд любая фасовка"
6788ba25ae1bcc0ad8216660,1057,Количество ячеек,Количество ячеек
6788ba25ae1bcc0ad8216661,328,Количество струн,Какое количество струн у музыкального инструмента
6788ba25ae1bcc0ad8216662,525,Форма корпуса,Для наручных часов
6788ba25ae1bcc0ad8216663,634,Возраст,На какой школьный возраст ранцы
6788ba25ae1bcc0ad8216664,1046,Уровень,"Уровень умения (новичок, продвинутый, эксперт)"
6788ba25ae1bcc0ad8216665,650,"Объём пылесборника, л","Объём пылесборника, л"
6788ba25ae1bcc0ad8216666,703,Переходные кольца,Переходные кольца (да/нет)
6788ba25ae1bcc0ad8216667,226,Отделка,Отделка для канцтоваров
6788ba25ae1bcc0ad8216668,710,Тип ножа,Тип ножа
6788ba25ae1bcc0ad8216669,843,Тип плёнки,Тип плёнки (канцтовары)
6788ba25ae1bcc0ad821666a,447,Материал колёс,Материал колёс
6788ba25ae1bcc0ad821666b,298,Вид точилки,Какой механизм в канцелярской точилке
6788ba25ae1bcc0ad821666c,954,Шторка,Наличие шторки на мотошлеме
6788ba25ae1bcc0ad821666d,800,"Разрешение сенсора, dpi","Разрешение оптического сенсора, dpi"
6788ba25ae1bcc0ad821666e,204,Конструкция,Конструкция для удилища
6788ba25ae1bcc0ad821666f,1165,Типоразмер,Типоразмер
6788ba25ae1bcc0ad8216670,1077,Тип секатора,Тип секатора
6788ba25ae1bcc0ad8216671,456,Функция свободного хода руля,Функция свободного хода руля
6788ba25ae1bcc0ad8216672,796,Подключение наушников,Подключение наушников
6788ba25ae1bcc0ad8216673,1247,Вид ручки,Вид ручки
6788ba25ae1bcc0ad8216674,283,Форма мела,Какой формы мел
6788ba25ae1bcc0ad8216675,807,Фонарик,Фонарик
6788ba25ae1bcc0ad8216676,546,Ремень безопасности,Наличие ременя безопасности
6788ba25ae1bcc0ad8216677,624,Покрой,Покрой одежды
6788ba25ae1bcc0ad8216678,297,Вид линейки,Какой вид линейки
6788ba25ae1bcc0ad8216679,1248,Тип,Тип пакета
6788ba25ae1bcc0ad821667a,531,Цвет ремешка,Цвет только для часов!!!
6788ba25ae1bcc0ad821667b,3502,Разъём внешнего устройства,Разъём внешнего устройства
6788ba25ae1bcc0ad821667c,1475,Количество фаз,Количество фаз
6788ba25ae1bcc0ad821667d,5915,Вид,Вид развивающей доски
6788ba25ae1bcc0ad821667e,686,Особенности,Особенности демонстрационного оборудования
6788ba25ae1bcc0ad821667f,361,Тип чашки,Тип чашки бюстгалтера
6788ba25ae1bcc0ad8216680,5545,Способ укладки,Способ укладки
6788ba25ae1bcc0ad8216681,1173,Сокет,Сокет
6788ba25ae1bcc0ad8216682,303,Белизна по ГОСТ,Какая белизна бумаги по ГОСТ
6788ba25ae1bcc0ad8216683,1261,"Рабочее давление, бар","Рабочее давление, бар"
6788ba25ae1bcc0ad8216684,974,Повод для игры,Повод для игры
6788ba25ae1bcc0ad8216685,785,Покрытие пластин,Покрытие выпрямителя
6788ba25ae1bcc0ad8216686,472,Назначение,Назначение бокала
6788ba25ae1bcc0ad8216687,643,"Высота, мм","Высота, мм"
6788ba25ae1bcc0ad8216688,444,Задний тормоз,Задний тормоз
6788ba25ae1bcc0ad8216689,233,Вид цоколя,Какой цоколь используется
6788ba25ae1bcc0ad821668a,537,Форма,Форма напильника
6788ba25ae1bcc0ad821668b,1149,Место установки,Место установки брызговика
6788ba25ae1bcc0ad821668c,252,Вид калькулятора,Какой вид у настольного калькулятора
6788ba25ae1bcc0ad821668d,343,Провод,На проводе или нет
6788ba25ae1bcc0ad821668e,723,Тип набора,Тип канцелярского набора
6788ba25ae1bcc0ad821668f,1316,Настроечные винты,Настроечные винты у барабана
6788ba25ae1bcc0ad8216690,497,Комплектующие для швабр,Комплектующие для швабр
6788ba25ae1bcc0ad8216691,1086,Тип насоса для полива,Тип насоса для полива
6788ba25ae1bcc0ad8216692,884,Микрофон,Микрофон (да/нет)
6788ba25ae1bcc0ad8216693,155,Ткань,"Ткань одежды, спецодежды, штор, домашнего текстиля, постельного белья"
6788ba25ae1bcc0ad8216694,722,Особенности,Особенности настольных наборов
6788ba25ae1bcc0ad8216695,953,Детский мотошлем,Детский мотошлем
6788ba25ae1bcc0ad8216696,609,Вид лакомств,Вид лакомств
6788ba25ae1bcc0ad8216697,416,Wi-Fi,Wi-Fi
6788ba25ae1bcc0ad8216698,195,Вид,Вид прикормки для рыболовных товаров
6788ba25ae1bcc0ad8216699,1153,Тип,Тип предохранителя
6788ba25ae1bcc0ad821669a,1137,Тип корма,Тип корма
6788ba25ae1bcc0ad821669b,199,Вид дна,Какое дно для лодки
6788ba25ae1bcc0ad821669c,1097,Вид лака,Вид лака
6788ba25ae1bcc0ad821669d,441,Материал рамы,Для велосипедов
6788ba25ae1bcc0ad821669e,2957,Вид,Вид средства для мебели и текстиля
6788ba25ae1bcc0ad821669f,1264,Правая рука - голосов,Правая рука - голосов
6788ba25ae1bcc0ad82166a0,902,Материал язычков,Материал язычков
6788ba25ae1bcc0ad82166a1,1309,Вид покрышки,Вид покрышки
6788ba25ae1bcc0ad82166a2,1142,Тип,Тип мыльницы
6788ba25ae1bcc0ad82166a3,1047,Геометрия,Геометрия
6788ba25ae1bcc0ad82166a4,740,Вид пылесоса,Вид пылесоса
6788ba25ae1bcc0ad82166a5,1178,Линовка блока,Линовка блока
6788ba25ae1bcc0ad82166a6,892,"Ширина этикетки, мм","Ширина этикетки,мм"
6788ba25ae1bcc0ad82166a7,230,"Мощность, Вт",Мощность любого устройства в Вт
6788ba25ae1bcc0ad82166a8,6098,Вид,Вид
6788ba25ae1bcc0ad82166a9,573,Вязкость по SAE,Вязкость по SAE
6788ba25ae1bcc0ad82166aa,987,Растягивающаяся конструкция,Растягивающаяся конструкция
